"업무","공고번호-차수","분류","공고명","공고기관","수요기관","계약방법","입력일시(입찰마감일시)"
"용역","20200529561-00","긴급","어린이 교통안전 슬로건 공모전 및 선포식 행사 대행","행정안전부","행정안전부","수의(총액)소액수의","2020/05/23 17:20(2020/05/29 10:00)"
"용역","20200529547-00","긴급","2020년 공용차량 통합보험 가입(긴급)","서울특별시 금천구","서울특별시 금천구","일반(총액)","2020/05/23 15:58(2020/05/29 10:00)"
"용역","20200529519-00","일반","2020년 민간위탁 방역대행사업 용역(14권역)","인천광역시 강화군 보건소","인천광역시 강화군 보건소","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/05/23 12:19(2020/05/27 10:00)"
"용역","20200529517-00","일반","2020년 민간위탁 방역대행사업 용역(13권역)","인천광역시 강화군 보건소","인천광역시 강화군 보건소","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/05/23 12:04(2020/05/27 10:00)"
"용역","20200529515-00","일반","2020년 민간위탁 방역대행사업 용역(12권역)","인천광역시 강화군 보건소","인천광역시 강화군 보건소","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/05/23 11:57(2020/05/27 10:00)"
"용역","20200529512-00","일반","2020년 민간위탁 방역대행사업 용역(11권역)","인천광역시 강화군 보건소","인천광역시 강화군 보건소","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/05/23 11:50(2020/05/27 10:00)"
"용역","20200529509-00","일반","2020년 민간위탁 방역대행사업 용역(10권역)","인천광역시 강화군 보건소","인천광역시 강화군 보건소","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/05/23 11:38(2020/05/27 10:00)"
"용역","20200529508-00","일반","2020년 민간위탁 방역대행사업 용역(9권역)","인천광역시 강화군 보건소","인천광역시 강화군 보건소","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/05/23 11:28(2020/05/27 10:00)"
"용역","20200529505-00","일반","2020년 민간위탁 방역대행사업 용역(8권역)","인천광역시 강화군 보건소","인천광역시 강화군 보건소","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/05/23 11:14(2020/05/27 10:00)"
"용역","20200529503-00","일반","2020년 민간위탁 방역대행사업 용역(7권역)","인천광역시 강화군 보건소","인천광역시 강화군 보건소","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/05/23 11:03(2020/05/27 10:00)"
"용역","20200529499-00","일반","2020년 민간위탁 방역대행사업 용역(6권역)","인천광역시 강화군 보건소","인천광역시 강화군 보건소","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/05/23 10:42(2020/05/27 10:00)"
"용역","20200529496-00","일반","2020년 민간위탁 방역대행사업 용역(5권역)","인천광역시 강화군 보건소","인천광역시 강화군 보건소","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/05/23 10:34(2020/05/27 10:00)"
"용역","20200529494-00","일반","2020년 민간위탁 방역대행사업 용역(4권역)","인천광역시 강화군 보건소","인천광역시 강화군 보건소","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/05/23 10:21(2020/05/27 10:00)"
"용역","20200529492-00","일반","2020년 민간위탁 방역대행사업 용역(3권역)","인천광역시 강화군 보건소","인천광역시 강화군 보건소","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/05/23 10:12(2020/05/27 10:00)"
"용역","20200529491-00","일반","2020년 민간위탁 방역대행사업 용역(2권역)","인천광역시 강화군 보건소","인천광역시 강화군 보건소","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/05/23 10:02(2020/05/27 10:00)"
